Pressure,Temperature,Salinity,Oxygen,Transmissometer,Biospherical PAR,Fluorometer ,Wetlabs OBS
1460,3.054,34.495,174.28,99.99,0,0.075696797,0
1461,3.054,34.496,174.24,99.99,0,0.085770522,0
1462,3.054,34.496,174.24,99.99,0,0.079168549,0
1463,3.054,34.496,174.24,99.99,0,0.081021036,0
1464,3.055,34.496,174.1,99.99,0,0.081832591,0
1465,3.054,34.496,174.05,99.99,0,0.070799999,0
1466,3.049,34.496,174,99.99,0,0.076209389,0
1467,3.045,34.497,173.88,99.99,0,0.088689202,0
1468,3.043,34.498,173.99,99.99,0,0.08659734,0
1469,3.042,34.499,173.8,99.99,0,0.078749073,0
1470,3.042,34.499,173.75,99.99,0,0.078461354,0
1471,3.04,34.5,173.73,99.99,0,0.079304106,0
1472,3.038,34.5,173.74,99.99,0,0.078480633,0
1473,3.038,34.5,173.61,99.99,0,0.078483784,0
1474,3.038,34.5,173.55,99.99,0,0.072287271,0
1475,3.036,34.5,173.58,99.99,0,0.077584175,0
1476,3.03,34.501,173.57,99.99,0,0.07898284,0
1477,3.025,34.502,173.45,99.99,0,0.078971119,0
1478,3.024,34.502,173.45,99.99,0,0.081516388,0
1479,3.023,34.502,173.38,99.99,0,0.079071237,0
1480,3.021,34.502,173.26,99.99,0,0.076829502,0
1481,3.019,34.502,173.43,99.99,0,0.084030603,0
1482,3.018,34.502,173.27,99.99,0,0.076076473,0
1483,3.018,34.503,173.33,99.99,0,0.087192614,0
1484,3.017,34.503,173.36,99.99,0,0.070974989,0
1485,3.016,34.503,173.39,99.99,0,0.070799999,0
1486,3.014,34.504,173.42,99.99,0,0.077280404,0
1487,3.01,34.505,173.38,99.99,0,0.084090623,0
1488,3.006,34.506,173.24,99.99,0,0.078199997,0
1489,3.006,34.506,173.18,99.99,0,0.079356491,0
1490,3.006,34.506,173.09,99.99,0,0.085770177,0
1491,3.005,34.506,173.08,99.99,0,0.078659258,0
1492,3.005,34.507,173.08,99.99,0,0.085908819,0
1493,3.005,34.507,172.91,99.99,0,0.077503168,0
1494,3.003,34.508,172.87,99.99,0,0.07444528,0
1495,2.999,34.509,172.91,99.99,0,0.09230536,0
1496,2.998,34.51,172.93,99.99,0,0.081803436,0
1497,2.998,34.51,172.81,99.99,0,0.085801374,0
1498,2.998,34.51,172.72,99.99,0,0.086576673,0
1499,2.998,34.51,172.61,99.99,0,0.095097976,0
1500,2.998,34.511,172.5,99.99,0,0.082065613,0
